casenum,cohort,female,minority,ab39m,ab39t,ab39u,ab39w,ab39x,ga33a,ga33h,ga33i,ga33k,ga33l,math_g7,math_g10,math_g12,op_know,op_know2,siok,siok2,sci_issues7,sci_irt7
1364,2,0,1,0,0,0,0,0,1,1,0,1,1,51.69,65.58,9999,0.33,0,0.78,0,NA,NA
3457,2,0,0,0,0,0,0,0,1,1,0,0,0,57.64,65.48,9999,0.67,0,0.78,0,NA,NA
2596,2,0,1,0,0,0,0,0,9999,9999,9999,9999,9999,9999,9999,9999,1,1,1,1,NA,NA
4312,2,1,0,1,0,0,0,0,9999,9999,9999,9999,9999,48.69,9999,9999,1,1,1,1,NA,NA
2679,2,0,9999,1,0,1,1,1,1,1,1,1,1,61.63,76.42,90.03,1,1,0.89,0,NA,NA
2628,2,0,0,0,0,0,1,0,0,1,1,1,0,39.1,42.88,9999,1,1,1,1,NA,NA
2729,2,1,0,1,1,1,1,1,1,1,9999,1,1,60.34,79.78,9999,1,1,1,1,NA,NA
2861,2,0,1,0,1,1,0,1,1,1,1,0,1,42.31,9999,46.06,1,1,0.33,0,NA,NA
4097,2,1,0,9999,9999,9999,9999,9999,0,0,0,1,1,48.43,50.18,54.39,1,1,1,1,NA,NA
1619,2,0,9999,0,0,1,1,0,1,9999,9999,1,1,32.14,47.19,52.13,0.67,0,0.67,0,NA,NA
5594,2,0,1,1,1,1,1,1,1,1,1,1,1,62.29,73.5,9999,9999,9999,9999,9999,NA,NA
1323,2,0,1,0,0,0,0,0,0,0,0,1,0,65.55,77.43,9999,9999,9999,9999,9999,NA,NA
4405,2,1,0,0,0,0,0,0,0,0,0,0,0,42.56,48.91,9999,9999,9999,9999,9999,NA,NA
6811,2,1,1,0,9999,1,0,0,0,0,0,9999,0,42.25,56.81,63.23,0.67,0,0.56,0,NA,NA
2390,2,0,0,1,0,0,1,1,1,1,1,1,1,49.78,67,9999,1,1,1,1,NA,NA
4426,2,0,0,1,0,1,1,1,9999,9999,9999,9999,9999,63.41,74.88,81.7,1,1,1,1,NA,NA
1472,2,0,1,0,0,0,0,0,1,0,0,0,0,50.52,61.39,9999,0,0,0,0,NA,NA
4425,2,1,0,0,0,0,0,9999,1,1,1,1,1,52.13,64.38,62.79,0.33,0,0.78,0,NA,NA
1963,2,0,0,1,0,0,0,0,9999,9999,9999,9999,9999,34.97,63.62,9999,9999,9999,1,1,NA,NA
1519,2,1,0,0,0,0,0,0,0,0,0,0,0,50.43,66.73,9999,0.33,0,0.22,0,NA,NA
2841,2,0,0,9999,9999,9999,9999,9999,0,0,0,0,1,53.36,44.78,9999,0.33,0,0.56,0,NA,NA
4977,2,1,0,1,0,0,0,0,1,0,0,0,0,48.66,60.14,9999,0.33,0,0.78,0,NA,NA
2975,2,0,1,0,1,0,1,0,9999,9999,9999,9999,9999,47.35,9999,9999,9999,9999,9999,9999,NA,NA
1254,2,0,0,1,0,1,1,0,1,0,0,0,0,37.72,65.33,9999,0,0,0,0,NA,NA
3960,2,0,0,0,0,1,0,0,0,0,0,0,0,57.47,61.19,9999,0.33,0,0.78,0,NA,NA
2833,2,0,0,1,0,1,0,1,1,1,1,1,1,39.25,49.2,9999,0.33,0,0.67,0,NA,NA
2804,2,0,0,1,1,1,1,1,1,1,1,9999,1,56.47,69.31,9999,0.33,0,0.67,0,NA,NA
6560,2,0,9999,1,0,0,0,0,9999,9999,9999,9999,9999,52.73,9999,9999,9999,9999,9999,9999,NA,NA
1974,2,0,9999,1,0,0,1,1,1,0,0,1,1,53.49,51.86,9999,9999,9999,9999,9999,NA,NA
4955,2,0,0,1,1,1,1,1,0,0,0,9999,0,50.01,66.14,9999,0.33,0,0.78,0,NA,NA
3378,2,0,1,9999,9999,9999,9999,9999,1,1,0,1,0,37.09,46.53,9999,0,0,0,0,NA,NA
2203,2,0,0,1,0,1,0,0,9999,9999,9999,9999,9999,48.57,65.53,9999,1,1,0.33,0,NA,NA
1292,2,0,0,1,0,0,0,0,1,0,0,1,0,43.94,9999,9999,0.33,0,0.78,0,NA,NA
4171,2,0,1,1,1,1,1,1,9999,9999,9999,9999,9999,50.5,9999,9999,9999,9999,9999,9999,NA,NA
5612,2,0,0,1,1,0,9999,1,0,0,0,1,1,53.54,69.96,9999,0.5,0,0.75,0,NA,NA
5085,2,0,0,1,1,1,9999,1,0,0,0,0,0,52.38,57.49,62.78,0.33,0,0.11,0,NA,NA
1738,2,0,0,1,1,0,0,1,1,1,1,9999,1,49.98,64.28,68.57,0.67,0,0.89,0,NA,NA
2531,2,0,0,0,0,1,0,0,0,0,0,0,0,43.98,56.47,9999,0.67,0,0.89,0,NA,NA
3424,2,0,1,0,0,1,1,1,0,1,1,0,0,48.8,57.63,9999,0.67,0,0.89,0,NA,NA
2019,2,0,1,1,0,1,1,1,9999,9999,9999,9999,9999,43.52,9999,9999,0,0,0,0,NA,NA
6385,2,0,0,1,1,1,1,1,1,0,0,0,1,60.63,70.47,9999,1,1,0.75,0,NA,NA
4912,2,0,1,0,0,0,0,0,1,0,0,0,0,44.5,50.12,9999,1,1,1,1,NA,NA
5651,2,0,1,1,0,0,0,1,0,0,1,1,1,50.9,57,9999,0.67,0,0.89,0,NA,NA
2821,2,1,0,1,1,0,0,0,0,0,0,0,0,45.83,52.11,9999,1,1,1,1,NA,NA
3899,2,1,0,1,1,0,0,1,1,0,1,1,0,62.9,81.8,9999,0.67,0,0.89,0,NA,NA
4571,2,1,0,1,1,1,0,1,0,0,1,1,1,59.66,68.36,9999,0.33,0,0.11,0,NA,NA
5144,2,1,1,0,0,1,1,1,0,0,0,0,0,42.42,58.85,9999,0.33,0,0.11,0,NA,NA
2032,2,1,1,1,0,0,0,0,0,1,1,0,0,48.12,59.2,9999,0.33,0,0.78,0,NA,NA
1739,2,1,0,0,0,0,0,0,0,0,0,1,0,54.85,52.46,9999,0.67,0,0.89,0,NA,NA
5849,2,1,1,1,1,1,1,1,9999,9999,9999,9999,9999,34.38,9999,9999,9999,9999,9999,9999,NA,NA
1714,2,1,0,1,1,1,1,1,0,0,0,1,1,35.79,47.55,9999,1,1,1,1,NA,NA
4418,2,1,1,1,0,0,0,1,1,1,1,1,1,34.8,48.65,9999,0.33,0,0.78,0,NA,NA
1876,2,1,1,1,0,0,0,0,9999,9999,9999,9999,9999,43.37,9999,9999,1,1,1,1,NA,NA
6856,2,1,1,1,9999,0,1,9999,1,1,1,1,1,31.66,43.38,36.85,1,1,0.67,0,NA,NA
1036,2,1,1,1,1,0,9999,1,0,0,1,1,1,48.47,62.57,63.36,0.33,0,0.67,0,NA,NA
1649,2,1,1,0,1,1,0,1,0,1,1,0,0,47.11,54.47,9999,1,1,0.14,0,NA,NA
5130,2,0,0,0,0,0,0,1,0,0,0,0,0,57.71,57.57,9999,0.33,0,0.22,0,NA,NA
5972,2,1,0,1,0,0,1,1,0,0,0,0,0,41.25,48.25,9999,0.67,0,0.89,0,NA,NA
5875,2,1,0,0,0,0,0,0,1,1,0,1,1,31.24,41.12,9999,9999,9999,9999,9999,NA,NA
1391,2,1,0,1,0,1,1,1,9999,9999,9999,9999,9999,43.43,50.24,68.58,0.67,0,0.78,0,NA,NA
3806,2,1,0,1,0,0,1,0,9999,9999,9999,9999,9999,37.8,9999,9999,9999,9999,9999,9999,NA,NA
2090,2,0,0,1,1,1,0,0,0,0,1,0,1,42.52,46.85,9999,0,0,0,0,NA,NA
2485,2,1,0,1,0,9999,0,0,0,0,0,0,0,34.13,33.32,9999,1,1,1,1,NA,NA
3703,2,1,0,1,1,1,0,0,1,0,1,0,0,47.12,46.23,9999,0,0,0.11,0,NA,NA
6459,2,0,1,0,1,0,0,1,0,0,0,0,0,35.86,37.28,9999,1,1,1,1,NA,NA
5229,2,0,0,1,0,1,0,1,0,1,1,0,0,36.94,9999,55.59,0.67,0,0.89,0,NA,NA
4616,2,0,1,0,9999,9999,0,0,1,1,0,0,0,35.37,29.61,30.44,0.67,0,0.78,0,NA,NA
3173,2,0,0,0,0,0,0,0,0,1,1,1,1,43.76,58.96,9999,1,1,1,1,NA,NA
3955,2,1,0,1,1,1,0,0,9999,9999,9999,9999,9999,47.32,9999,9999,1,1,1,1,NA,NA
3375,2,1,1,1,1,1,1,1,9999,9999,9999,9999,9999,39.35,9999,9999,9999,9999,9999,9999,NA,NA
6121,2,0,0,1,1,0,0,1,9999,9999,9999,9999,9999,49.99,9999,9999,1,1,1,1,NA,NA
1313,2,0,0,1,1,1,1,1,9999,9999,9999,9999,9999,63.71,9999,84.09,1,1,0.89,0,NA,NA
2842,2,0,1,0,1,1,0,0,0,0,0,0,0,48.41,52.91,9999,0.5,0,0.62,0,NA,NA
1952,2,0,0,0,0,0,0,0,0,1,0,9999,0,41.23,35.38,40.63,1,1,1,1,NA,NA
3354,2,1,1,1,1,1,1,1,9999,9999,9999,9999,9999,35.86,9999,9999,9999,9999,9999,9999,NA,NA
2463,2,1,0,1,1,1,1,1,9999,9999,9999,9999,9999,45.55,9999,9999,9999,9999,9999,9999,NA,NA
5761,2,0,1,1,0,1,0,1,9999,9999,9999,9999,9999,40.58,9999,9999,0,0,0,0,NA,NA
3361,2,1,0,1,1,1,1,0,0,0,0,0,0,52.08,9999,9999,9999,9999,9999,9999,NA,NA
1176,2,0,0,0,1,0,0,0,9999,9999,9999,9999,9999,44.44,9999,9999,9999,9999,9999,9999,NA,NA
6780,2,1,0,0,1,1,1,0,0,1,1,1,1,56.82,40.44,9999,1,1,1,1,NA,NA
3789,2,0,1,0,1,0,0,0,1,0,0,0,0,38.92,66.85,9999,1,1,1,1,NA,NA
3291,2,1,0,0,0,0,0,0,1,1,9999,1,1,38.03,39.6,9999,1,1,1,1,NA,NA
3004,2,1,1,0,1,1,1,0,9999,9999,9999,9999,9999,56.75,9999,55.95,0,0,0,0,NA,NA
5322,2,0,0,1,0,0,0,1,0,1,0,0,0,54.97,63.53,9999,9999,9999,9999,9999,NA,NA
5983,2,0,0,1,1,1,1,0,0,1,1,1,1,48.15,50.71,9999,0.5,0,0.86,0,NA,NA
5788,2,1,0,1,1,1,1,1,9999,9999,9999,9999,9999,36.64,40.27,31.6,0.33,0,0.78,0,NA,NA
4901,2,0,0,0,9999,0,0,0,9999,9999,9999,9999,9999,44.66,9999,9999,9999,9999,9999,9999,NA,NA
3419,2,0,1,1,1,1,1,1,9999,9999,9999,9999,9999,34.91,9999,9999,9999,9999,9999,9999,NA,NA
2419,2,0,0,1,0,1,0,0,1,1,1,1,1,50.01,9999,9999,1,1,1,1,NA,NA
5253,2,0,0,0,0,1,0,1,0,1,1,0,0,42.92,52.56,9999,0,0,0.38,0,NA,NA
6464,2,0,0,0,1,1,0,0,9999,9999,9999,9999,9999,34.75,9999,9999,9999,9999,9999,9999,NA,NA
5338,2,1,0,1,0,0,1,1,1,1,1,1,1,55.73,60.68,9999,1,1,1,1,NA,NA
1779,2,1,0,1,0,0,1,1,1,1,1,0,0,51.86,62.84,9999,0.67,0,0.67,0,NA,NA
4994,2,1,0,1,0,0,0,1,1,1,0,1,9999,38.14,52,50.46,1,1,1,1,NA,NA
2411,2,1,1,0,0,0,0,0,0,0,0,0,0,50.25,9999,9999,0,0,0.38,0,NA,NA
3243,2,1,0,0,0,0,0,0,1,0,0,0,1,59.58,9999,9999,1,1,1,1,NA,NA
1234,2,0,1,1,1,1,1,1,1,0,0,0,1,39.29,9999,56.29,0.5,0,0.75,0,NA,NA
2183,2,0,1,1,1,1,1,1,1,0,1,0,1,47.13,53.93,9999,9999,9999,9999,9999,NA,NA
3476,2,0,1,1,1,1,1,1,9999,9999,9999,9999,9999,36.34,30.49,36.54,1,1,1,1,NA,NA
4951,2,1,0,0,0,1,0,0,0,1,1,1,0,63.43,76,9999,1,1,1,1,NA,NA
6630,2,1,0,0,0,1,0,0,9999,9999,9999,9999,9999,48.46,9999,68.34,0.33,0,0.22,0,NA,NA
5238,2,1,0,0,0,0,0,1,1,0,0,1,1,58.44,80.34,9999,0.33,0,0.44,0,NA,NA
6775,2,0,0,1,1,1,1,1,1,1,1,1,1,56.93,61.06,9999,1,1,1,1,NA,NA
3281,2,0,0,0,0,0,0,0,9999,9999,9999,9999,9999,52.86,9999,9999,1,1,1,1,NA,NA
4154,2,0,0,1,1,0,1,0,0,0,0,0,0,48.13,9999,9999,1,1,1,1,NA,NA
3742,2,0,0,1,0,0,0,1,1,0,0,0,0,56.01,9999,9999,1,1,1,1,NA,NA
1428,2,1,0,1,1,1,0,0,0,0,1,1,0,47.94,59.84,9999,9999,9999,9999,9999,NA,NA
4611,2,0,0,0,0,1,0,0,9999,9999,9999,9999,9999,38.99,9999,9999,9999,9999,9999,9999,NA,NA
5433,2,1,9999,1,1,1,1,1,1,1,1,1,1,45.63,55.21,9999,0,0,0.22,0,NA,NA
1871,2,1,0,0,0,0,1,0,0,0,9999,0,0,46.8,39.57,9999,9999,9999,9999,9999,NA,NA
4547,2,0,0,1,1,0,0,0,1,1,1,1,1,47.86,9999,9999,9999,9999,9999,9999,NA,NA
1757,2,0,1,0,1,0,0,0,0,0,0,0,0,45.25,33.38,9999,1,1,1,1,NA,NA
4084,2,0,0,1,1,1,1,1,0,0,0,0,0,35.36,35.23,9999,9999,9999,9999,9999,NA,NA
4330,2,0,0,1,1,1,1,1,1,1,1,1,1,55.03,64.79,9999,1,1,1,1,NA,NA
4751,2,1,0,0,0,0,0,0,9999,9999,9999,9999,9999,52.18,9999,9999,9999,9999,9999,9999,NA,NA
3343,2,0,1,0,1,9999,0,0,9999,9999,9999,9999,9999,40.91,9999,9999,9999,9999,9999,9999,NA,NA
6306,2,1,1,1,0,0,0,0,1,0,0,0,0,36.45,47.51,9999,9999,9999,9999,9999,NA,NA
2174,2,0,0,1,1,1,1,1,9999,9999,9999,9999,9999,46.66,9999,9999,1,1,1,1,NA,NA
2126,2,1,0,1,0,0,0,0,0,1,1,0,0,51.74,68.26,9999,1,1,1,1,NA,NA
4753,2,1,1,1,1,0,0,1,0,0,0,0,0,52.66,63.13,9999,1,1,1,1,NA,NA
6106,2,0,0,1,1,1,1,1,9999,9999,9999,9999,9999,44.93,9999,9999,9999,9999,9999,9999,NA,NA
6002,2,0,0,1,1,0,0,0,1,1,1,1,1,59.84,73.57,9999,1,1,1,1,NA,NA
3923,2,0,0,1,1,1,1,1,1,1,1,1,1,60.4,69.93,9999,0.33,0,0.78,0,NA,NA
4235,2,1,1,1,0,0,1,0,1,1,1,1,1,57,64.66,9999,1,1,1,1,NA,NA
1945,2,0,1,1,1,0,1,0,9999,9999,9999,9999,9999,44.06,9999,41.85,0.5,0,0.88,0,NA,NA
2627,2,1,0,1,1,1,1,1,0,0,0,0,0,38.58,50.61,9999,0,0,0,0,NA,NA
4269,2,0,0,0,0,0,0,0,0,0,0,0,0,47.72,67.45,9999,1,1,1,1,NA,NA
3908,2,0,0,1,1,1,0,1,0,1,0,1,0,52.8,38.88,9999,1,1,1,1,NA,NA
6424,2,0,1,0,0,0,0,0,0,1,1,0,0,51.84,57.65,9999,9999,9999,9999,9999,NA,NA
1094,2,1,0,1,0,0,1,0,0,1,1,0,0,40.05,43.3,9999,9999,9999,9999,9999,NA,NA
2162,2,0,0,0,0,0,1,0,1,1,1,1,1,57.75,62.96,9999,1,1,1,1,NA,NA
1806,2,0,0,0,0,0,1,0,0,0,0,0,0,60.8,9999,9999,1,1,0.67,0,NA,NA
2775,2,0,1,1,9999,9999,1,0,1,1,0,1,1,42.52,53.39,50.53,0.5,0,0.88,0,NA,NA
1150,2,1,0,1,1,0,0,0,1,1,1,1,1,52.6,56.18,9999,1,1,1,1,NA,NA
2280,2,0,0,1,1,1,1,1,1,1,1,1,1,59.39,74.31,9999,9999,9999,9999,9999,NA,NA
3076,2,1,0,1,1,1,1,1,1,1,1,1,0,56.83,67.96,9999,1,1,1,1,NA,NA
4577,2,0,0,1,1,1,1,1,9999,9999,9999,9999,9999,51.93,9999,9999,9999,9999,9999,9999,NA,NA
3825,2,1,1,0,1,0,1,1,1,0,0,0,0,41.23,43.7,9999,9999,9999,9999,9999,NA,NA
4186,2,1,0,1,1,1,0,1,0,1,1,0,1,52.14,53.37,9999,1,1,1,1,NA,NA
6714,2,1,0,1,1,9999,0,1,9999,9999,9999,9999,9999,44.94,9999,56.1,0.5,0,0.88,0,NA,NA
6538,2,0,1,0,1,1,1,1,1,0,0,0,0,50.17,49.92,9999,0.67,0,0.22,0,NA,NA
3906,2,0,1,0,0,0,0,1,1,0,0,0,0,42.88,9999,9999,0,0,0,0,NA,NA
5627,2,0,1,1,1,1,0,0,9999,9999,9999,9999,9999,40.94,9999,9999,9999,9999,9999,9999,NA,NA
6810,2,0,0,1,0,1,0,0,1,0,1,1,1,40.48,54.75,9999,0,0,0,0,NA,NA
4136,2,1,9999,1,0,1,0,1,9999,9999,9999,9999,9999,50.84,9999,9999,9999,9999,9999,9999,NA,NA
4014,2,0,0,1,0,0,0,0,0,0,0,0,0,59.94,70.76,9999,0.67,0,0.67,0,NA,NA
4202,2,1,0,1,0,0,0,0,1,1,1,0,0,53.04,69.88,9999,0.33,0,0.44,0,NA,NA
5638,2,1,1,0,0,0,0,0,0,1,1,1,0,57.85,64.55,9999,1,1,1,1,NA,NA
5776,2,1,0,0,0,1,0,0,0,0,0,0,0,35.42,38.65,9999,1,1,1,1,NA,NA
3272,2,1,1,0,0,1,1,1,1,1,1,1,1,54.91,60.06,9999,9999,9999,9999,9999,NA,NA
5181,2,1,0,1,0,0,0,0,0,0,1,0,0,9999,69.24,9999,1,1,1,1,NA,NA
4201,2,0,0,1,1,1,1,1,9999,9999,9999,9999,9999,38.27,9999,9999,9999,9999,9999,9999,NA,NA
3976,2,1,0,1,0,1,0,0,0,1,1,1,1,49.78,53,9999,0.33,0,0.78,0,NA,NA
2614,2,0,1,1,1,1,0,0,1,0,0,0,0,43.74,57.31,9999,1,1,1,1,NA,NA
5591,2,1,1,1,9999,1,9999,0,1,1,1,1,0,34.61,59.51,9999,1,1,1,1,NA,NA
2401,2,1,0,1,0,0,1,1,0,1,0,0,0,43.31,9999,64.55,1,1,0.75,0,NA,NA
5099,2,1,0,0,0,1,0,1,0,0,0,0,0,46.77,52.99,9999,9999,9999,9999,9999,NA,NA
5722,2,0,0,1,1,1,1,1,1,0,0,1,0,59.6,9999,64.46,0.67,0,0.56,0,NA,NA
2094,2,0,0,1,1,0,1,0,0,9999,9999,9999,9999,43.69,9999,66.98,1,1,0.14,0,NA,NA
5976,2,1,0,1,0,9999,9999,0,1,0,1,0,0,56.69,53.77,61.47,1,1,1,1,NA,NA
1193,2,0,0,1,0,1,1,0,1,0,1,1,0,55.71,62.52,9999,9999,9999,9999,9999,NA,NA
3727,2,1,0,0,0,1,0,1,9999,9999,9999,9999,9999,43.01,9999,9999,9999,9999,9999,9999,NA,NA
4354,2,1,0,1,1,1,1,1,0,0,1,0,0,61.05,75.55,9999,1,1,1,1,NA,NA
6383,2,1,0,1,0,0,0,0,0,1,0,0,1,44.37,9999,9999,1,1,0.88,0,NA,NA
6613,2,0,0,1,1,1,1,1,1,1,1,1,1,60.75,70.19,9999,1,1,1,1,NA,NA
6925,2,0,0,0,0,0,0,0,0,0,0,0,0,60.97,63.16,9999,0,0,0.62,0,NA,NA
1879,2,1,0,0,0,0,0,0,0,0,0,0,0,58.32,73.36,9999,9999,9999,9999,9999,NA,NA
6676,2,1,0,1,0,0,0,0,0,1,1,0,0,57.81,9999,66.03,0.33,0,0.56,0,NA,NA
6593,2,1,0,1,0,1,1,1,0,0,1,1,0,47.45,54.06,9999,0.67,0,0.56,0,NA,NA
5393,2,1,0,0,9999,1,0,0,1,0,1,1,1,66.26,68.84,74.71,0.67,0,0.89,0,NA,NA
4876,2,1,0,1,0,0,0,0,0,0,0,0,0,65.59,75.87,9999,0.67,0,0.44,0,NA,NA
3748,2,0,0,1,9999,0,0,1,0,0,0,0,0,45.16,39.83,67.66,1,1,0.78,0,NA,NA
5742,2,1,0,1,0,0,0,0,0,0,0,0,0,48.29,64.44,9999,0.67,0,0.89,0,NA,NA
4331,2,0,0,0,0,1,1,1,9999,9999,9999,9999,9999,52.91,9999,9999,9999,9999,9999,9999,NA,NA
6591,2,1,0,1,1,0,0,1,0,1,0,0,0,49.1,57.49,9999,9999,9999,9999,9999,NA,NA
2663,2,0,0,1,1,1,1,1,0,0,0,0,0,39.67,31.96,9999,9999,9999,9999,9999,NA,NA
2306,2,0,0,0,0,0,0,0,1,1,1,1,1,53.91,69.18,9999,0.33,0,0.67,0,NA,NA
4799,2,1,0,0,0,0,0,0,0,0,1,0,0,50.35,52.04,9999,1,1,1,1,NA,NA
4423,2,0,0,1,1,1,1,1,9999,9999,9999,9999,9999,45.92,9999,9999,9999,9999,9999,9999,NA,NA
1146,2,0,0,0,0,0,0,0,1,0,0,0,0,62.61,9999,85.13,0.67,0,0.44,0,NA,NA
1663,2,0,0,1,0,0,0,0,0,0,0,0,0,53.1,46.61,9999,1,1,1,1,NA,NA
2340,2,0,0,1,1,0,0,1,9999,9999,9999,9999,9999,46.56,44.94,9999,9999,9999,9999,9999,NA,NA
1456,2,0,0,0,0,0,0,0,9999,9999,9999,9999,9999,58.26,9999,9999,9999,9999,9999,9999,NA,NA
1745,2,0,0,0,0,1,0,0,0,0,0,0,0,55.14,59.65,52.8,9999,9999,0.33,0,NA,NA
4619,2,1,0,1,1,1,0,0,0,0,0,0,0,51.21,61.5,9999,9999,9999,9999,9999,NA,NA
3462,2,0,0,0,0,0,0,0,0,0,0,0,0,61.15,9999,78.72,0,0,0.62,0,NA,NA
3229,2,1,0,1,1,0,1,1,0,1,0,0,0,61.11,53.7,9999,9999,9999,9999,9999,NA,NA
2940,2,1,0,1,0,0,0,1,9999,9999,9999,9999,9999,56.44,66.71,59.91,0.67,0,0.89,0,NA,NA
1776,2,0,0,0,0,1,1,0,0,0,0,0,0,36.06,32.43,9999,1,1,1,1,NA,NA
3936,2,0,0,0,1,0,0,1,9999,9999,9999,9999,9999,39.85,9999,9999,1,1,1,1,NA,NA
2185,2,0,0,1,0,1,0,0,1,0,0,0,0,60.97,75.13,9999,9999,9999,9999,9999,NA,NA
2118,2,0,0,1,0,0,0,0,0,0,0,0,0,62.14,71.82,9999,9999,9999,9999,9999,NA,NA
2836,2,0,0,1,1,0,0,0,0,0,1,0,0,35.4,36.22,9999,1,1,1,1,NA,NA
2691,2,0,0,1,0,0,0,0,9999,9999,9999,9999,9999,42.19,60.35,50.98,1,1,0.29,0,NA,NA
2052,2,0,0,1,0,1,0,0,0,0,0,0,0,61.81,84.55,86.44,9999,9999,0.67,0,NA,NA
1219,2,1,0,1,1,1,1,1,1,0,1,1,0,47.91,68.26,72.38,9999,9999,9999,9999,NA,NA
5231,2,1,0,0,0,0,0,0,9999,9999,9999,9999,9999,45.62,60.18,56.29,0,0,0.67,0,NA,NA
6139,2,1,0,0,1,1,1,1,0,1,1,1,1,41.83,63.71,9999,1,1,1,1,NA,NA
3276,2,0,0,0,0,1,0,0,0,0,0,0,0,43.87,46.87,9999,0.33,0,0.78,0,NA,NA
3129,2,0,0,1,1,1,1,1,0,0,1,0,0,72.59,84.58,9999,1,1,1,1,NA,NA
3323,2,1,0,1,1,1,0,0,1,0,9999,0,1,47.37,63.01,64.5,1,1,1,1,NA,NA
5226,2,0,0,1,1,1,1,1,1,1,1,1,1,44.55,63.95,9999,1,1,0.56,0,NA,NA
6889,2,0,0,0,1,0,0,0,0,0,0,0,0,52.3,51.29,9999,1,1,1,1,NA,NA
3336,2,1,0,1,1,1,0,0,9999,9999,9999,9999,9999,50.65,9999,9999,1,1,1,1,NA,NA
6704,2,0,0,1,0,1,0,0,9999,9999,9999,9999,9999,55.14,9999,9999,1,1,1,1,NA,NA
4406,2,0,0,1,0,0,0,1,0,0,0,0,0,52.13,64.06,9999,0.33,0,0.11,0,NA,NA
4666,2,0,0,0,0,0,0,0,1,1,1,1,1,48.66,69.32,9999,0.5,0,0.88,0,NA,NA
6709,2,1,0,1,9999,0,1,0,1,1,0,0,1,65.76,81.87,88.1,1,1,0.89,0,NA,NA
1777,2,0,0,1,9999,1,0,1,0,0,1,0,0,40.71,40.01,57.97,1,1,1,1,NA,NA
3764,2,0,0,0,0,0,0,0,0,0,0,0,0,60.42,9999,64.64,0.33,0,0.11,0,NA,NA
4793,2,0,0,0,0,0,0,0,1,1,1,1,1,49.72,61.64,9999,0.33,0,0.67,0,NA,NA
6737,2,1,0,0,9999,0,0,0,9999,9999,9999,9999,9999,37.39,9999,9999,1,1,1,1,NA,NA
6943,2,0,0,1,1,1,1,1,9999,9999,9999,9999,9999,52.66,64.27,63.01,0.33,0,0.78,0,NA,NA
4302,2,1,1,0,0,0,0,0,9999,9999,9999,9999,9999,50.53,50.88,9999,1,1,1,1,NA,NA
3106,2,0,1,1,1,0,1,0,1,0,1,1,0,57.41,77.17,9999,9999,9999,9999,9999,NA,NA
6045,2,0,0,1,0,1,1,1,1,0,0,0,0,59.15,78.12,9999,1,1,0.44,0,NA,NA
3695,2,0,0,1,0,0,0,1,9999,9999,9999,9999,9999,53.79,58.97,47.11,1,1,0.57,0,NA,NA
6141,2,0,1,1,0,0,0,0,0,0,1,1,1,43.58,9999,9999,9999,9999,9999,9999,NA,NA
2539,2,0,0,1,0,0,0,1,1,1,1,1,1,44,68.55,9999,1,1,1,1,NA,NA
6088,2,1,0,0,0,0,0,0,0,0,0,0,0,56.12,72.44,9999,1,1,1,1,NA,NA
1208,2,0,0,0,0,0,0,0,0,0,0,0,0,53.5,64.46,9999,1,1,0.71,0,NA,NA
6319,2,0,1,1,1,1,1,1,1,1,1,1,1,46.68,57.01,9999,1,1,1,1,NA,NA
3909,2,0,0,1,0,1,1,1,0,1,0,0,1,49.63,9999,9999,1,1,1,1,NA,NA
4569,2,0,0,1,1,1,0,1,9999,9999,9999,9999,9999,59.05,9999,9999,9999,9999,9999,9999,NA,NA
6708,2,0,1,0,0,0,0,0,9999,1,0,0,0,45.9,37.15,9999,1,1,0.75,0,NA,NA
1346,2,0,0,1,1,1,1,1,0,0,0,1,0,62.44,74.3,9999,0.67,0,0.89,0,NA,NA
1158,2,1,0,1,1,1,1,1,1,1,1,1,1,60.77,80.77,9999,0.33,0,0.11,0,NA,NA
6529,2,1,0,1,0,0,1,1,1,0,0,0,0,45.09,58.33,9999,1,1,0.44,0,NA,NA
6678,2,1,0,1,0,0,0,0,1,0,0,1,0,59.18,69.57,9999,1,1,1,1,NA,NA
3481,2,1,0,0,0,0,0,0,0,0,0,0,1,50.21,64.37,9999,1,1,1,1,NA,NA
6334,2,1,0,1,1,0,1,1,0,0,0,0,0,62.7,77.9,9999,0,0,0.38,0,NA,NA
6296,2,0,0,1,0,1,1,1,1,1,1,1,1,42.04,65.81,9999,1,1,1,1,NA,NA
5371,2,0,0,0,0,0,0,0,0,0,0,0,0,37.79,9999,9999,9999,9999,9999,9999,NA,NA
1145,2,0,0,9999,9999,9999,9999,9999,0,0,0,0,0,31.03,38.14,9999,9999,9999,9999,9999,NA,NA
2625,2,0,0,0,0,0,0,0,0,0,0,0,0,49.41,65.76,9999,0.33,0,0.78,0,NA,NA
3421,2,0,0,1,0,0,0,0,0,0,0,0,0,45.77,44.37,9999,9999,9999,9999,9999,NA,NA
6365,2,1,0,1,1,1,1,1,1,0,0,0,0,59.49,74.51,9999,1,1,1,1,NA,NA
5101,2,0,0,9999,9999,0,0,0,0,0,1,0,0,37.04,51.12,9999,0.33,0,0.11,0,NA,NA
2278,2,1,0,1,1,1,1,1,1,1,1,0,0,46.46,54.86,9999,0.33,0,0.22,0,NA,NA
2657,2,0,0,0,0,1,0,0,0,0,0,1,0,43.73,71.01,9999,1,1,0.67,0,NA,NA
